=======================================================
🏟️  FULL 9-INNING BASEBALL SIMULATION START
=======================================================
Outcome: STRIKE     | Top 1 | AWAY 0 - 0 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Top 5 | AWAY 48 - 90 HOME | O:1 S:1 B:1 | Bases: 000
Outcome: STRIKE     | Top 5 | AWAY 48 - 90 HOME | O:1 S:2 B:1 | Bases: 000
Outcome: FAIR       | Top 5 | AWAY 48 - 90 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: HOME RUN   | Top 5 | AWAY 50 - 90 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 5 | AWAY 50 - 90 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: HOME RUN   | Top 5 | AWAY 51 - 90 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 5 | AWAY 51 - 90 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: FAIR       | Top 5 | AWAY 51 - 90 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 5 | AWAY 51 - 90 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 5 | AWAY 51 - 90 HOME | O:1 S:2 B:0 | Bases: 100
Outcome: FAIR       | Top 5 | AWAY 51 - 90 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 5 | AWAY 51 - 90 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Top 5 | AWAY 51 - 90 HOME | O:1 S:2 B:0 | Bases: 110
Outcome: STRIKE     | Top 5 | AWAY 51 - 90 HOME | O:2 S:0 B:0 | Bases: 110
Outcome: FAIR       | Top 5 | AWAY 51 - 90 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 5 | AWAY 51 - 90 HOME | O:2 S:0 B:1 | Bases: 111
Outcome: BALL       | Top 5 | AWAY 51 - 90 HOME | O:2 S:0 B:2 | Bases: 111
Outcome: FAIR       | Top 5 | AWAY 52 - 90 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Top 5 | AWAY 52 - 90 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: FAIR       | Top 5 | AWAY 53 - 90 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Top 5 | AWAY 53 - 90 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: FOUL       | Top 5 | AWAY 53 - 90 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: HOME RUN   | Top 5 | AWAY 57 - 90 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 5 | AWAY 57 - 90 HOME | O:2 S:0 B:1 | Bases: 000
Outcome: BALL       | Top 5 | AWAY 57 - 90 HOME | O:2 S:0 B:2 | Bases: 000
Outcome: FOUL       | Top 5 | AWAY 57 - 90 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: BALL       | Top 5 | AWAY 57 - 90 HOME | O:2 S:1 B:1 | Bases: 000
Outcome: FOUL       | Top 5 | AWAY 57 - 90 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Top 5 | AWAY 57 - 90 HOME | O:2 S:2 B:0 | Bases: 000
Outcome: STRIKE     | Bot 5 | AWAY 57 - 90 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: FAIR       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: FAIR       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: FOUL       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Bot 5 | AWAY 57 - 90 HOME | O:0 S:2 B:0 | Bases: 110
Outcome: BALL       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:2 B:1 | Bases: 110
Outcome: FOUL       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: BALL       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:1 B:1 | Bases: 110
Outcome: STRIKE     | Bot 5 | AWAY 57 - 90 HOME | O:0 S:2 B:1 | Bases: 110
Outcome: FOUL       | Bot 5 | AWAY 57 - 90 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Bot 5 | AWAY 57 - 90 HOME | O:0 S:2 B:0 | Bases: 110
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 93 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 93 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 94 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FOUL       | Bot 5 | AWAY 57 - 94 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 95 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FAIR       | Bot 5 | AWAY 57 - 95 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 97 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 97 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: FAIR       | Bot 5 | AWAY 57 - 97 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 5 | AWAY 57 - 97 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: BALL       | Bot 5 | AWAY 57 - 97 HOME | O:0 S:0 B:2 | Bases: 100
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 99 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 5 | AWAY 57 - 99 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: FAIR       | Bot 5 | AWAY 57 - 99 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: FOUL       | Bot 5 | AWAY 57 - 99 HOME | O:0 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Bot 5 | AWAY 57 - 99 HOME | O:0 S:2 B:0 | Bases: 100
Outcome: FOUL       | Bot 5 | AWAY 57 - 99 HOME | O:0 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Bot 5 | AWAY 57 - 99 HOME | O:0 S:2 B:0 | Bases: 100
Outcome: FAIR       | Bot 5 | AWAY 57 - 99 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: FAIR       | Bot 5 | AWAY 57 - 99 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: FOUL       | Bot 5 | AWAY 57 - 99 HOME | O:0 S:1 B:0 | Bases: 111
Outcome: FAIR       | Bot 5 | AWAY 57 - 100 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Bot 5 | AWAY 57 - 100 HOME | O:0 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Bot 5 | AWAY 57 - 100 HOME | O:0 S:2 B:0 | Bases: 111
Outcome: BALL       | Bot 5 | AWAY 57 - 100 HOME | O:0 S:2 B:1 | Bases: 111
Outcome: BALL       | Bot 5 | AWAY 57 - 100 HOME | O:0 S:2 B:2 | Bases: 111
Outcome: STRIKE     | Bot 5 | AWAY 57 - 100 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 104 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 104 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 104 HOME | O:1 S:0 B:2 | Bases: 000
Outcome: FAIR       | Bot 5 | AWAY 57 - 104 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: FAIR       | Bot 5 | AWAY 57 - 104 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 107 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 107 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 107 HOME | O:1 S:0 B:2 | Bases: 000
Outcome: FAIR       | Bot 5 | AWAY 57 - 107 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 5 | AWAY 57 - 107 HOME | O:1 S:0 B:1 | Bases: 100
Outcome: STRIKE     | Bot 5 | AWAY 57 - 107 HOME | O:1 S:1 B:1 | Bases: 100
Outcome: STRIKE     | Bot 5 | AWAY 57 - 107 HOME | O:1 S:2 B:1 | Bases: 100
Outcome: FAIR       | Bot 5 | AWAY 57 - 107 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: FOUL       | Bot 5 | AWAY 57 - 107 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Bot 5 | AWAY 57 - 107 HOME | O:1 S:2 B:0 | Bases: 110
Outcome: STRIKE     | Bot 5 | AWAY 57 - 107 HOME | O:2 S:0 B:0 | Bases: 110
Outcome: BALL       | Bot 5 | AWAY 57 - 107 HOME | O:2 S:0 B:1 | Bases: 110
Outcome: STRIKE     | Bot 5 | AWAY 57 - 107 HOME | O:2 S:1 B:1 | Bases: 110
Outcome: STRIKE     | Bot 5 | AWAY 57 - 107 HOME | O:2 S:2 B:1 | Bases: 110
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 110 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 5 | AWAY 57 - 110 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 110 HOME | O:2 S:1 B:1 | Bases: 000
Outcome: FAIR       | Bot 5 | AWAY 57 - 110 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Bot 5 | AWAY 57 - 110 HOME | O:2 S:1 B:0 | Bases: 100
Outcome: FOUL       | Bot 5 | AWAY 57 - 110 HOME | O:2 S:1 B:0 | Bases: 100
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 112 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 113 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 113 HOME | O:2 S:0 B:1 | Bases: 000
Outcome: BALL       | Bot 5 | AWAY 57 - 113 HOME | O:2 S:0 B:2 | Bases: 000
Outcome: HOME RUN   | Bot 5 | AWAY 57 - 114 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 5 | AWAY 57 - 114 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Bot 5 | AWAY 57 - 114 HOME | O:2 S:2 B:0 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 57 - 114 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FAIR       | Top 6 | AWAY 57 - 114 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Top 6 | AWAY 57 - 114 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: STRIKE     | Top 6 | AWAY 57 - 114 HOME | O:0 S:1 B:1 | Bases: 100
Outcome: BALL       | Top 6 | AWAY 57 - 114 HOME | O:0 S:1 B:2 | Bases: 100
Outcome: FAIR       | Top 6 | AWAY 57 - 114 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 6 | AWAY 57 - 114 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: HOME RUN   | Top 6 | AWAY 60 - 114 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 6 | AWAY 60 - 114 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 60 - 114 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: FAIR       | Top 6 | AWAY 60 - 114 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: FAIR       | Top 6 | AWAY 60 - 114 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 6 | AWAY 60 - 114 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: FOUL       | Top 6 | AWAY 60 - 114 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Top 6 | AWAY 60 - 114 HOME | O:0 S:2 B:0 | Bases: 110
Outcome: STRIKE     | Top 6 | AWAY 60 - 114 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: HOME RUN   | Top 6 | AWAY 63 - 114 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Top 6 | AWAY 64 - 114 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 64 - 114 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 64 - 114 HOME | O:1 S:2 B:0 | Bases: 000
Outcome: BALL       | Top 6 | AWAY 64 - 114 HOME | O:1 S:2 B:1 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 64 - 114 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 64 - 114 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: BALL       | Top 6 | AWAY 64 - 114 HOME | O:2 S:1 B:1 | Bases: 000
Outcome: HOME RUN   | Top 6 | AWAY 65 - 114 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 65 - 114 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Top 6 | AWAY 65 - 114 HOME | O:2 S:2 B:0 | Bases: 000
Outcome: FAIR       | Top 6 | AWAY 65 - 114 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: FOUL       | Top 6 | AWAY 65 - 114 HOME | O:2 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 6 | AWAY 65 - 114 HOME | O:2 S:2 B:0 | Bases: 100
Outcome: STRIKE     | Bot 6 | AWAY 65 - 114 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FAIR       | Bot 6 | AWAY 65 - 114 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 6 | AWAY 65 - 114 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: FAIR       | Bot 6 | AWAY 65 - 114 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: FAIR       | Bot 6 | AWAY 65 - 114 HOME | O:0 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 114 HOME | O:0 S:0 B:1 | Bases: 111
Outcome: FOUL       | Bot 6 | AWAY 65 - 114 HOME | O:0 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 114 HOME | O:0 S:2 B:0 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 114 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 114 HOME | O:1 S:0 B:1 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 114 HOME | O:1 S:0 B:2 | Bases: 111
Outcome: FAIR       | Bot 6 | AWAY 65 - 115 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FOUL       | Bot 6 | AWAY 65 - 115 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: FOUL       | Bot 6 | AWAY 65 - 115 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 115 HOME | O:1 S:1 B:1 | Bases: 111
Outcome: FAIR       | Bot 6 | AWAY 65 - 116 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 116 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: FOUL       | Bot 6 | AWAY 65 - 116 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 116 HOME | O:1 S:2 B:0 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 116 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 116 HOME | O:2 S:0 B:1 | Bases: 111
Outcome: FAIR       | Bot 6 | AWAY 65 - 117 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: FAIR       | Bot 6 | AWAY 65 - 118 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 118 HOME | O:2 S:0 B:1 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 118 HOME | O:2 S:1 B:1 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 118 HOME | O:2 S:1 B:2 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 118 HOME | O:2 S:1 B:3 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 118 HOME | O:2 S:2 B:3 | Bases: 111
Outcome: BALL       | Bot 6 | AWAY 65 - 119 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Bot 6 | AWAY 65 - 119 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: HOME RUN   | Bot 6 | AWAY 65 - 123 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 6 | AWAY 65 - 123 HOME | O:2 S:0 B:1 | Bases: 000
Outcome: BALL       | Bot 6 | AWAY 65 - 123 HOME | O:2 S:0 B:2 | Bases: 000
Outcome: HOME RUN   | Bot 6 | AWAY 65 - 124 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 6 | AWAY 65 - 124 HOME | O:2 S:0 B:1 | Bases: 000
Outcome: FOUL       | Bot 6 | AWAY 65 - 124 HOME | O:2 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Bot 6 | AWAY 65 - 124 HOME | O:2 S:2 B:0 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 65 - 124 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 65 - 124 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 65 - 124 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 65 - 124 HOME | O:0 S:1 B:2 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 65 - 124 HOME | O:0 S:1 B:3 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 65 - 124 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 65 - 124 HOME | O:0 S:1 B:0 | Bases: 100
Outcome: BALL       | Top 7 | AWAY 65 - 124 HOME | O:0 S:1 B:1 | Bases: 100
Outcome: FAIR       | Top 7 | AWAY 65 - 124 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 7 | AWAY 65 - 124 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: HOME RUN   | Top 7 | AWAY 68 - 124 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: FOUL       | Top 7 | AWAY 68 - 124 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 68 - 124 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 68 - 124 HOME | O:0 S:2 B:1 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 68 - 124 HOME | O:0 S:2 B:2 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 68 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 68 - 124 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 68 - 124 HOME | O:1 S:0 B:2 | Bases: 000
Outcome: FOUL       | Top 7 | AWAY 68 - 124 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 68 - 124 HOME | O:1 S:2 B:0 | Bases: 000
Outcome: HOME RUN   | Top 7 | AWAY 69 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 69 - 124 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: HOME RUN   | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 70 - 124 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 70 - 124 HOME | O:1 S:2 B:0 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: BALL       | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:1 | Bases: 100
Outcome: BALL       | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:2 | Bases: 100
Outcome: FAIR       | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: BALL       | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:1 | Bases: 110
Outcome: FAIR       | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 70 - 124 HOME | O:1 S:0 B:1 | Bases: 111
Outcome: FAIR       | Top 7 | AWAY 71 - 124 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 71 - 124 HOME | O:1 S:0 B:1 | Bases: 111
Outcome: FAIR       | Top 7 | AWAY 72 - 124 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FOUL       | Top 7 | AWAY 72 - 124 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 72 - 124 HOME | O:1 S:1 B:1 | Bases: 111
Outcome: FAIR       | Top 7 | AWAY 73 - 124 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FAIR       | Top 7 | AWAY 74 - 124 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FOUL       | Top 7 | AWAY 74 - 124 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: STRIKE     | Top 7 | AWAY 74 - 124 HOME | O:1 S:2 B:0 | Bases: 111
Outcome: FAIR       | Top 7 | AWAY 75 - 124 HOME | O:1 S:0 B:0 | Bases: 111
Outcome: FOUL       | Top 7 | AWAY 75 - 124 HOME | O:1 S:1 B:0 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 75 - 124 HOME | O:1 S:1 B:1 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 75 - 124 HOME | O:1 S:1 B:2 | Bases: 111
Outcome: HOME RUN   | Top 7 | AWAY 79 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 79 - 124 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 79 - 124 HOME | O:1 S:1 B:1 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 79 - 124 HOME | O:1 S:1 B:2 | Bases: 000
Outcome: HOME RUN   | Top 7 | AWAY 80 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: FOUL       | Top 7 | AWAY 80 - 124 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 80 - 124 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 80 - 124 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: FAIR       | Top 7 | AWAY 80 - 124 HOME | O:1 S:0 B:0 | Bases: 110
Outcome: STRIKE     | Top 7 | AWAY 80 - 124 HOME | O:1 S:1 B:0 | Bases: 110
Outcome: HOME RUN   | Top 7 | AWAY 83 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Top 7 | AWAY 84 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 84 - 124 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 84 - 124 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: FOUL       | Top 7 | AWAY 84 - 124 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: HOME RUN   | Top 7 | AWAY 86 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 86 - 124 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 86 - 124 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: HOME RUN   | Top 7 | AWAY 88 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 88 - 124 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: HOME RUN   | Top 7 | AWAY 89 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 89 - 124 HOME | O:1 S:1 B:0 | Bases: 000
Outcome: HOME RUN   | Top 7 | AWAY 90 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: HOME RUN   | Top 7 | AWAY 91 - 124 HOME | O:1 S:0 B:0 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 91 - 124 HOME | O:1 S:0 B:1 | Bases: 000
Outcome: BALL       | Top 7 | AWAY 91 - 124 HOME | O:1 S:0 B:2 | Bases: 000
Outcome: STRIKE     | Top 7 | AWAY 91 - 124 HOME | O:1 S:1 B:2 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 91 - 124 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: BALL       | Top 7 | AWAY 91 - 124 HOME | O:1 S:0 B:1 | Bases: 100
Outcome: FOUL       | Top 7 | AWAY 91 - 124 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 91 - 124 HOME | O:1 S:2 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 91 - 124 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 91 - 124 HOME | O:2 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 91 - 124 HOME | O:2 S:2 B:0 | Bases: 100
Outcome: FAIR       | Top 7 | AWAY 91 - 124 HOME | O:2 S:0 B:0 | Bases: 110
Outcome: FOUL       | Top 7 | AWAY 91 - 124 HOME | O:2 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Top 7 | AWAY 91 - 124 HOME | O:2 S:2 B:0 | Bases: 110
Outcome: FAIR       | Top 7 | AWAY 91 - 124 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: STRIKE     | Top 7 | AWAY 91 - 124 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 91 - 124 HOME | O:2 S:1 B:1 | Bases: 111
Outcome: HOME RUN   | Top 7 | AWAY 95 - 124 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 95 - 124 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: BALL       | Top 7 | AWAY 95 - 124 HOME | O:2 S:0 B:1 | Bases: 100
Outcome: HOME RUN   | Top 7 | AWAY 97 - 124 HOME | O:2 S:0 B:0 | Bases: 000
Outcome: FAIR       | Top 7 | AWAY 97 - 124 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 97 - 124 HOME | O:2 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Top 7 | AWAY 97 - 124 HOME | O:2 S:2 B:0 | Bases: 100
Outcome: FAIR       | Top 7 | AWAY 97 - 124 HOME | O:2 S:0 B:0 | Bases: 110
Outcome: FAIR       | Top 7 | AWAY 97 - 124 HOME | O:2 S:0 B:0 | Bases: 111
Outcome: FOUL       | Top 7 | AWAY 97 - 124 HOME | O:2 S:1 B:0 | Bases: 111
Outcome: BALL       | Top 7 | AWAY 97 - 124 HOME | O:2 S:1 B:1 | Bases: 111
